labeled_ratio,mean,median,std,min,max,p25,p75
0.24907749077490776,0.5121315416282218,0.511100011100011,0.20103948857781456,0.10925925925925926,0.8357142857142856,0.3819763863242124,0.679093567251462
0.26752767527675275,0.5323734686027471,0.5546142369991475,0.20124306390204186,0.09940476190476191,0.8626373626373625,0.36417748917748916,0.7187950937950938
0.2859778597785978,0.5712253088626306,0.5937037037037036,0.2032831314267975,0.11828077582794563,0.9682539682539684,0.4555535190615836,0.7189703153988867
0.3044280442804428,0.6000563870851607,0.6347481021394066,0.1917801648833236,0.1640620048228744,0.9367346938775509,0.49519097395607936,0.7595499738356881
0.32287822878228783,0.6343234103546767,0.6443702776618921,0.1772681286436784,0.22026960573258839,0.9404761904761902,0.5191609977324263,0.7666666666666666
0.3413284132841328,0.6426342451742038,0.6636530136530137,0.16815991052653723,0.24622446800521908,0.9404761904761905,0.5309323729491797,0.7499226963512677
0.35977859778597787,0.6515726530823989,0.6588744588744588,0.1631792664960251,0.28497648466688713,0.9571428571428571,0.5350140056022409,0.7635281385281385
0.37822878228782286,0.66606634975027,0.6588744588744588,0.15618525813690703,0.3150439707043481,0.9571428571428571,0.5927960927960928,0.7635281385281385
0.3966789667896679,0.6839106206437308,0.7242063492063492,0.15873123103149936,0.33683087027914616,0.9571428571428571,0.5992063492063492,0.8108643457382951
0.4151291512915129,0.6886356267448704,0.7275819418676561,0.15517392945206332,0.3775132275132275,0.9571428571428572,0.6067821067821068,0.8145408163265304
0.43357933579335795,0.6891781507913716,0.7329365079365079,0.1508427284673314,0.3695521102497847,0.9571428571428572,0.6067821067821068,0.7956916099773241
0.45202952029520294,0.6956568202848947,0.7329365079365079,0.15143388080945236,0.40316764132553606,0.9571428571428572,0.6076388888888888,0.7927676333691369
0.470479704797048,0.7012905073009056,0.7329365079365079,0.14890613287121182,0.4284188034188034,0.9484126984126984,0.6028012684989429,0.8068027210884352
0.488929889298893,0.7055574992721023,0.7409763905562223,0.14528038338660623,0.4305555555555555,0.9484126984126984,0.6155945419103314,0.81156462585034
0.507380073800738,0.7039196246848977,0.744047619047619,0.14166123155925356,0.4522126022126022,0.9484126984126984,0.6012845849802371,0.8068027210884352
0.525830258302583,0.710237565326901,0.7393424036281178,0.13493962917040597,0.4602403343782654,0.9484126984126984,0.603088336783989,0.81156462585034
0.544280442804428,0.7148376229394371,0.7378804153240244,0.1327845562318319,0.47857142857142854,0.9484126984126984,0.6047149122807017,0.8068027210884352
0.5627306273062731,0.7104961116471855,0.7401360544217687,0.13812423415913466,0.4446679438058748,0.9484126984126984,0.6046099290780141,0.7898809523809524
0.5811808118081181,0.7120225773681479,0.7401360544217686,0.13741823058509198,0.48968253968253966,0.9484126984126984,0.5990196078431372,0.8026360544217687
0.5996309963099631,0.7099941193807556,0.7401360544217686,0.1412676832989856,0.4564814814814815,0.9484126984126984,0.6047149122807017,0.8068027210884353
0.6180811808118081,0.709347348666109,0.7311395811395811,0.14119615693274473,0.4472222222222222,0.9484126984126984,0.6016511867905056,0.8187074829931973
0.6365313653136532,0.7095455656086724,0.7311395811395811,0.14126506903469718,0.44864672364672364,0.9484126984126984,0.5928101503759399,0.8187074829931973
