Name,Mean,Std,Max,Min
forest,0.7776410256410256,0.009392318542312261,0.7902564102564102,0.7610256410256411
SKLEARN-forest,0.8005641025641026,0.004479187021191305,0.8071794871794872,0.7902564102564102
