Name,Mean,Std,Max,Min
forest,0.8404709286831936,0.006687089563196527,0.8489102327299594,0.8283277715980719
SKLEARN-forest,0.847290589003076,0.003837667954862342,0.8525490196078431,0.8377627925426419
