Name,Mean,Std,Max,Min
forest,0.9256077795786062,0.009379342817653347,0.9359805510534847,0.9051863857374393
SKLEARN-forest,0.8743922204213938,0.009387740977357914,0.8849270664505673,0.8557536466774717
