Name,Mean,Std,Max,Min
forest,0.76972318785748,0.007359227317607444,0.7833562585969739,0.7577181208053692
SKLEARN-forest,0.8219124630310576,0.005537546631577494,0.8349056603773585,0.8148425787106447
