Name,Mean,Std,Max,Min
svm,0.7125128205128205,0.013173000498873684,0.7307692307692307,0.6902564102564103
SKLEARN-svm,0.5327179487179486,0.05181050792163653,0.6025641025641025,0.4128205128205128
