Name,Mean,Std,Max,Min
svm,0.7748412794480601,0.012007209385799723,0.7883720930232558,0.7516087516087516
SKLEARN-svm,0.6029683664319672,0.1008840896893783,0.6930249906751212,0.3571027512633352
