labeled_ratio,mean,median,std,min,max,p25,p75
0.24907749077490776,0.5301665700919508,0.5303143479614068,0.1604945735345594,0.2188967789844983,0.869047619047619,0.39999999999999997,0.6245972073039742
0.26752767527675275,0.5025638222274237,0.48863750628456515,0.16098156165126318,0.16772342995169082,0.8680555555555556,0.40558539205155747,0.6
0.2859778597785978,0.5313316434510135,0.48710317460317454,0.17443439354839546,0.22261904761904763,0.9333333333333333,0.4062321937321937,0.6721611721611721
0.3044280442804428,0.5138063312455006,0.5077922077922077,0.1689697154181218,0.17509104955302945,0.8634920634920634,0.3885966962755182,0.6021673785793387
0.32287822878228783,0.5520449090437678,0.5621605406088165,0.1501992509180475,0.15252723311546842,0.8491452991452991,0.469827264239029,0.6416666666666667
0.3413284132841328,0.5110729038951533,0.5299516436811519,0.1297700952234884,0.2328263841421736,0.7219696969696969,0.4035947712418301,0.6074748837906732
0.35977859778597787,0.5437146235250735,0.5369047619047619,0.14525622726671852,0.19751082251082253,0.825925925925926,0.4652305366591081,0.6617810760667904
0.37822878228782286,0.547611564321157,0.5134099616858238,0.1602056549398947,0.23247863247863249,0.8859649122807016,0.44842652508157727,0.6307692307692307
0.3966789667896679,0.5716411821329787,0.5817374978665301,0.15932740472725046,0.18650269483602816,0.9047619047619047,0.48039400213313255,0.680952380952381
0.4151291512915129,0.5549090997398263,0.5590909090909091,0.138477140502631,0.2936018136067986,0.8972222222222221,0.5035353535353535,0.6310726310726311
0.43357933579335795,0.5561447290583804,0.5798048048048048,0.14974048262754316,0.19832806082806081,0.8634920634920635,0.44641033995872703,0.6382575757575757
0.45202952029520294,0.5873101096353781,0.579863763687293,0.1675047443976375,0.15856298173371347,0.9484126984126984,0.49423076923076925,0.6783882783882783
0.470479704797048,0.5186025897462776,0.4904761904761905,0.14386433243635988,0.22240215349321174,0.8888888888888888,0.44416282642089094,0.5974457215836526
0.488929889298893,0.5570258441827395,0.5271274619100705,0.15785178859476656,0.22689914441275605,0.976190476190476,0.4554661864745898,0.6501308215593928
0.507380073800738,0.564915539350124,0.5592592592592592,0.12294933755134636,0.38000675447483956,0.8833333333333333,0.47777777777777775,0.614799820062978
0.525830258302583,0.5743109636837949,0.5439153439153439,0.16118277417508728,0.28070248918565366,0.9523809523809523,0.4833333333333333,0.6977124183006537
0.544280442804428,0.5460063880670416,0.5218253968253967,0.13852133785562423,0.2445156451735399,0.8499999999999999,0.4529351204351204,0.6454451345755694
0.5627306273062731,0.5470466510865513,0.5339729921819474,0.12206617460332345,0.31654456654456653,0.819047619047619,0.5003201280512205,0.6233124018838305
0.5811808118081181,0.590850288783749,0.6170020639834881,0.14976486996043023,0.23179243471582178,0.9166666666666666,0.471031746031746,0.6896654719235364
0.5996309963099631,0.5789711542735314,0.5683199241234955,0.1334212342436202,0.2741981672394043,0.8412698412698412,0.49472789115646254,0.6381381381381381
0.6180811808118081,0.5756387938392404,0.5674506810980827,0.13066064253754653,0.23049001814882034,0.8631313131313131,0.5257036147792451,0.6674687109469717
0.6365313653136532,0.6143873466232601,0.627946127946128,0.1614933449980686,0.22073691890765063,0.9484126984126984,0.5435210622710622,0.6625
0.6549815498154982,0.563647571113897,0.5852203352203352,0.15908888410156025,0.20150354984451097,0.9055555555555556,0.47883597883597884,0.6390471167369901
0.6734317343173432,0.592356784231451,0.6299603174603174,0.15712637462279172,0.23226033834586468,0.9484126984126984,0.5059523809523809,0.6668272572186769
0.6918819188191881,0.5922001448053067,0.5939625850340136,0.15587644538484932,0.2501443001443001,0.9166666666666665,0.49173669467787107,0.6898148148148148
0.7103321033210332,0.5963686748777018,0.5833333333333333,0.12941016572526182,0.28593756793182906,0.8555555555555555,0.5263578526736421,0.6877917833800186
0.7287822878228782,0.5643519201670755,0.5242829295460874,0.15191017953380473,0.23535445196062255,0.8972222222222221,0.4612674543501611,0.7025898078529657
0.7472324723247232,0.5956700767838963,0.5878306878306878,0.13637138265278292,0.3784324942791762,1.0,0.5153619528619529,0.6943473193473193
0.7656826568265682,0.5928932580444355,0.611111111111111,0.14045233784425934,0.29893193924182615,0.8888888888888888,0.4906862745098039,0.6723057644110275
0.7841328413284133,0.6181098146248829,0.6355727605727606,0.14725398102115825,0.30541185005470717,0.876984126984127,0.5595238095238095,0.7357142857142858
0.8025830258302583,0.6183282215474829,0.6116082330368044,0.14812186364405597,0.371989121989122,0.9484126984126984,0.5190709617180205,0.7136293113736722
0.8210332103321033,0.6316433040894359,0.6203186537773004,0.13392152796861603,0.4190183250333626,0.8972222222222221,0.5082010582010582,0.7218253968253968
0.8394833948339483,0.6467761178973696,0.6270562770562771,0.15128642287179533,0.41835941835941837,1.0,0.5307692307692308,0.7869614512471654
0.8579335793357934,0.6319533336698683,0.6309523809523809,0.13738374223273955,0.3778613199665831,0.9305555555555556,0.5079384039011368,0.7409297052154195
0.8763837638376384,0.6537572686248244,0.6350140056022409,0.15086315195309383,0.3226114163614164,0.9166666666666667,0.5573671497584541,0.7782312925170067
0.8948339483394834,0.6601738828037559,0.6751177394034538,0.1593843791432354,0.3265873015873016,0.8734126984126983,0.5726638023630505,0.8016233766233766
0.9132841328413284,0.6290689721450796,0.6395113600995954,0.14532110057458109,0.28319485174323883,0.9583333333333334,0.5308857808857809,0.7121882086167799
0.9317343173431735,0.6505569275648051,0.6671652421652422,0.1395238727587585,0.3587497647280256,0.9583333333333333,0.5290448343079922,0.7499104905119942
0.9501845018450185,0.6620261249121454,0.6729199372056514,0.14002227883313054,0.452579365079365,0.976190476190476,0.531294420753376,0.7583333333333332
